Geographic area	Indicator	Sex	TIME_PERIOD	OBS_VALUE	Unit multiplier	Unit of measure	Observation Status	Observation confidentaility	LOWER_BOUND	UPPER_BOUND	WGTD_SAMPL_SIZE	OBS_FOOTNOTE	SERIES_FOOTNOTE	DATA_SOURCE	SOURCE_LINK	CUSTODIAN	Time period activity related to when the data are collected	REF_PERIOD	COVERAGE_TIME	Current age
Antigua and Barbuda	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Antigua and Barbuda	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Antigua and Barbuda	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	78	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Antigua and Barbuda	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Infant mortality rate	Female	2019	7.26760770763785		Deaths per 1000 live births	Normal value		6.89030578291013	7.67340456486747				UN_IGME						Total
Argentina	Under-five mortality rate	Female	2019	8.21665318176746		Deaths per 1000 live births	Normal value		7.79590867102896	8.67108574838572				UN_IGME						Total
Argentina	Child mortality rate (aged 1-4 years)	Female	2019	0.955831884567493		Deaths per 1000 children aged 1	Normal value		0.905291396711638	1.00969402678888				UN_IGME						Total
Argentina	Infant mortality rate	Male	2019	9.16695422271417		Deaths per 1000 live births	Normal value		8.69264802029685	9.66376326914451				UN_IGME						Total
Argentina	Under-five mortality rate	Male	2019	10.2636260823264		Deaths per 1000 live births	Normal value		9.73775100640231	10.8144280716096				UN_IGME						Total
Argentina	Child mortality rate (aged 1-4 years)	Male	2019	1.10562987598861		Deaths per 1000 children aged 1	Normal value		1.04821800365459	1.16547965111046				UN_IGME						Total
Argentina	Infant mortality rate	Total	2019	8.23805277641469		Deaths per 1000 live births	Normal value		7.82964599018816	8.67655570349435				UN_IGME						Total
Argentina	Under-five mortality rate	Total	2019	9.26187684461466		Deaths per 1000 live births	Normal value		8.80536691735026	9.75192606823614				UN_IGME						Total
Argentina	Child mortality rate (aged 1-4 years)	Total	2019	1.03232844440765		Deaths per 1000 children aged 1	Normal value		0.98342076360064	1.08478254088392				UN_IGME						Total
Argentina	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	75	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Argentina	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	79	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	74	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	77	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	74	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	77	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	74	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	71	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Argentina	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	74	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth	Total	2020	72	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Argentina	Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule)	Total	2020	8	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	75	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	72	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Argentina	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	80	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Armenia	Infant mortality rate	Female	2019	9.39101414520884		Deaths per 1000 live births	Normal value		6.9180231539511	12.2012460804775				UN_IGME						Total
Armenia	Under-five mortality rate	Female	2019	10.54941822802		Deaths per 1000 live births	Normal value		7.80102267969618	13.6614656171781				UN_IGME						Total
Armenia	Child mortality rate (aged 1-4 years)	Female	2019	1.16258079884834		Deaths per 1000 children aged 1	Normal value		0.872898115540738	1.49696597108482				UN_IGME						Total
Armenia	Infant mortality rate	Male	2019	11.5905772757549		Deaths per 1000 live births	Normal value		8.5655619424507	15.0507627339057				UN_IGME						Total
Armenia	Under-five mortality rate	Male	2019	12.9842516227947		Deaths per 1000 live births	Normal value		9.62252652544176	16.8145253431087				UN_IGME						Total
Armenia	Child mortality rate (aged 1-4 years)	Male	2019	1.41766145691175		Deaths per 1000 children aged 1	Normal value		1.06662126475115	1.80917072110552				UN_IGME						Total
Armenia	Infant mortality rate	Total	2019	10.5087235091144		Deaths per 1000 live births	Normal value		7.78509264490167	13.5892712394708				UN_IGME						Total
Armenia	Under-five mortality rate	Total	2019	11.7888017002031		Deaths per 1000 live births	Normal value		8.75556597108283	15.206202900558				UN_IGME						Total
Armenia	Child mortality rate (aged 1-4 years)	Total	2019	1.29367304341582		Deaths per 1000 children aged 1	Normal value		0.978087830566476	1.63920729361827				UN_IGME						Total
Armenia	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2019	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Armenia	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2019	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Armenia	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2019	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Armenia	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2019	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Armenia	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2019	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Armenia	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2019	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Armenia	Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth	Total	2019	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Armenia	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2019	96	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Armenia	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2019	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Armenia	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2019	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Armenia	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2019	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
